DLL ID,Authorized Name,Variant Names,Latin,Text
G6635,"Heraclitus, of Ephesus",Heràclit |  aproximadament 544 aC-aproximadament 483 aC,0,"G6635 | Heraclitus, of Ephesus | Heràclit |  aproximadament 544 aC-aproximadament 483 aC | 0"
G3820,"Hereas, Megarensis, v4./3. Jh",Hereas Megarensis v4./3. Jh. |  Hereas von Megara griechischer Historiker,0,"G3820 | Hereas, Megarensis, v4./3. Jh | Hereas Megarensis v4./3. Jh. |  Hereas von Megara griechischer Historiker | 0"
G4686,"Herillus, Carthaginiensis, 3. Jh. v. Chr.",هيريلوس |  Herillus Carthaginiensis 3. Jh. v. Chr |  Herillus Carthaginiensis ca. v3. Jh.,0,"G4686 | Herillus, Carthaginiensis, 3. Jh. v. Chr. | هيريلوس |  Herillus Carthaginiensis 3. Jh. v. Chr |  Herillus Carthaginiensis ca. v3. Jh. | 0"
G6277,"Hermaeus, Historicus, ca. 1.Jh.n.Chr",Hermaeus Historicus ca. 1. Jh. |  Hermeu historiador grec,0,"G6277 | Hermaeus, Historicus, ca. 1.Jh.n.Chr | Hermaeus Historicus ca. 1. Jh. |  Hermeu historiador grec | 0"
G    ,Hermagoras Minor,Failed to fetch URL (status code: 404),0,G     | Hermagoras Minor | Failed to fetch URL (status code: 404) | 0
G3446,"Hermagoras, of Temnos, active 150 B.C",Hermagoras de Temnos  |  01..-01.. av. J.-C. |  Hermàgores de Temnos |  Hermagoras |  van Temnos |  Hermagoras (2 p.n.e.- ). |  Hermagoras Temnites,0,"G3446 | Hermagoras, of Temnos, active 150 B.C | Hermagoras de Temnos  |  01..-01.. av. J.-C. |  Hermàgores de Temnos |  Hermagoras |  van Temnos |  Hermagoras (2 p.n.e.- ). |  Hermagoras Temnites | 0"
G6481,Hermapion Historicus 1. Jh.,Hermapion Historicus 1. Jh.,0,G6481 | Hermapion Historicus 1. Jh. | Hermapion Historicus 1. Jh. | 0
G9758,"Hermarchus, of Mytilene",Hermarchus |  Ἕρμαρχoς |  Hermarchus |  of Mytilene |  Hermarchus Mytilenaeus |  Hermarco,0,"G9758 | Hermarchus, of Mytilene | Hermarchus |  Ἕρμαρχoς |  Hermarchus |  of Mytilene |  Hermarchus Mytilenaeus |  Hermarco | 0"
G3208,"Hermas, active 2nd century
                           ",Hermas |  01..-01.. |  père apostolique |  Hermas |  active 2nd century |  Hermas |  2nd cent. |  Hermas |  2e eeuw |  هرماس قديس كاثوليكى من روما القديمة |  Hermas |  Hermas (około 140). |  Hermas |  Santo |  Hermas |  2世紀 |  Hermas |  activité 2e siècle,0,"G3208 | Hermas, active 2nd century
                            | Hermas |  01..-01.. |  père apostolique |  Hermas |  active 2nd century |  Hermas |  2nd cent. |  Hermas |  2e eeuw |  هرماس قديس كاثوليكى من روما القديمة |  Hermas |  Hermas (około 140). |  Hermas |  Santo |  Hermas |  2世紀 |  Hermas |  activité 2e siècle | 0"
G3744,"Hermeias, of Alexandria, 5th cent.",Hermeias |  of Alexandria |  active 5th century |  Hermias d'Alexandrie |  04..-04..? |  Ἑρμείας |  Hermeias of Alexandria |  Hermias Alexandrinus 4XX- |  Hermeias (04..-04..). |  Hermias |  Alexandrinus |  ca. 410-ca. 450 |  Hermias d'Alexandrie |  Hermiasz z Aleksandrii (ok. 410-ok. 450) |  Hermias |  di Alessandria |  sec. V |  Hermias Alexandrinus |  Hermies |  d'Alexandria |  actiu segle V |  Hermias Alexandrinus |  400-talet,0,"G3744 | Hermeias, of Alexandria, 5th cent. | Hermeias |  of Alexandria |  active 5th century |  Hermias d'Alexandrie |  04..-04..? |  Ἑρμείας |  Hermeias of Alexandria |  Hermias Alexandrinus 4XX- |  Hermeias (04..-04..). |  Hermias |  Alexandrinus |  ca. 410-ca. 450 |  Hermias d'Alexandrie |  Hermiasz z Aleksandrii (ok. 410-ok. 450) |  Hermias |  di Alessandria |  sec. V |  Hermias Alexandrinus |  Hermies |  d'Alexandria |  actiu segle V |  Hermias Alexandrinus |  400-talet | 0"
G1510,"Hermes, Trismegistus",Hermes Trismegistus,0,"G1510 | Hermes, Trismegistus | Hermes Trismegistus | 0"
G3840,"Hermesianax, Cyprius, ca. 1./2.Jh.n.Chr",Hermesianax Cyprius ca. 1./2. Jh. |  Hermesianax de Xipre,0,"G3840 | Hermesianax, Cyprius, ca. 1./2.Jh.n.Chr | Hermesianax Cyprius ca. 1./2. Jh. |  Hermesianax de Xipre | 0"
G8173,"Hermesianax, of Colophon",Hermesianax |  of Colophon |  Ἑρμησιάναξ |  Hermesianax |  Colophonius |  Hermesianax,0,"G8173 | Hermesianax, of Colophon | Hermesianax |  of Colophon |  Ἑρμησιάναξ |  Hermesianax |  Colophonius |  Hermesianax | 0"
G8254,Hermias,Hermias |  Hermias |  Philosophus |  Hermias |  01..?-02..? |  هيرمياس |  Hermias Philosophus 2. Jh. |  Hermias (100-200). |  Hermias |  sec. II/VI |  Hermias |  činný 2. století,0,G8254 | Hermias | Hermias |  Hermias |  Philosophus |  Hermias |  01..?-02..? |  هيرمياس |  Hermias Philosophus 2. Jh. |  Hermias (100-200). |  Hermias |  sec. II/VI |  Hermias |  činný 2. století | 0
"G480
",Hermias Methymnaeus 4. Jh. v. Chr.,Failed to fetch URL (status code: 404),0,"G480
 | Hermias Methymnaeus 4. Jh. v. Chr. | Failed to fetch URL (status code: 404) | 0"
G8906,"Hermias, Curiensis, 3. Jh. v. Chr.",Hermias Curiensis 3. Jh. v. Chr |  Hermeias aus Kurion Dichter |  Hermias Curiensis v3. Jh.,0,"G8906 | Hermias, Curiensis, 3. Jh. v. Chr. | Hermias Curiensis 3. Jh. v. Chr |  Hermeias aus Kurion Dichter |  Hermias Curiensis v3. Jh. | 0"
G8062,"Hermippus, Comicus, um 436/435 v. Chr.",Hermip d'Atenes |  Hermippus |  active 440-435 B.C. |  Hermippe 04..-04.. av. J.-C. |  Hermippus Comicus um 436/435 v. Chr |  Hermippus Comicus |  Hermippus,0,"G8062 | Hermippus, Comicus, um 436/435 v. Chr. | Hermip d'Atenes |  Hermippus |  active 440-435 B.C. |  Hermippe 04..-04.. av. J.-C. |  Hermippus Comicus um 436/435 v. Chr |  Hermippus Comicus |  Hermippus | 0"
G2901,"Hermippus, of Smyrna, fl. 200 B.C.",Ἕρμιππος ὁ Σμυρναίος |  Hermippus |  Smyrnaeus |  Hermippus |  of Smyrna |  active 200 B.C.,0,"G2901 | Hermippus, of Smyrna, fl. 200 B.C. | Ἕρμιππος ὁ Σμυρναίος |  Hermippus |  Smyrnaeus |  Hermippus |  of Smyrna |  active 200 B.C. | 0"
G7119,"Hermocles, Cyzicenus, um 307 v. Chr.",Hermocles Cyzicenus um 307 v. Chr |  Hermocles Cyzicenus v307 |  Hermokles von Kyzikos Dichter,0,"G7119 | Hermocles, Cyzicenus, um 307 v. Chr. | Hermocles Cyzicenus um 307 v. Chr |  Hermocles Cyzicenus v307 |  Hermokles von Kyzikos Dichter | 0"
G6840,"Hermocreon, Epigrammaticus,  Person der Antike",Ἑρμοκρέων |  Hermocreon Epigrammaticus Person der Antike |  Hermocreon Epigrammaticus |  Hermocreon,0,"G6840 | Hermocreon, Epigrammaticus,  Person der Antike | Ἑρμοκρέων |  Hermocreon Epigrammaticus Person der Antike |  Hermocreon Epigrammaticus |  Hermocreon | 0"
G5682,"Hermodorus, Epigrammaticus, Person der Antike",Hermodorus Epigrammaticus |  Ἑρμόδωρος |  Hermodorus Epigrammaticus Person der Antike,0,"G5682 | Hermodorus, Epigrammaticus, Person der Antike | Hermodorus Epigrammaticus |  Ἑρμόδωρος |  Hermodorus Epigrammaticus Person der Antike | 0"
G6191,Hermogenes Historicus ca. 4.Jh.v.Chr.bzw.1.Jh.n.Chr.,Hermogenes Historicus ca. 4. Jh. v. Chr. bzw. 1. Jh.,0,G6191 | Hermogenes Historicus ca. 4.Jh.v.Chr.bzw.1.Jh.n.Chr. | Hermogenes Historicus ca. 4. Jh. v. Chr. bzw. 1. Jh. | 0
G6209,Hermogenes Smyrnaeus 2. Jh.,Hermogenes Smyrnaeus 2. Jh.,0,G6209 | Hermogenes Smyrnaeus 2. Jh. | Hermogenes Smyrnaeus 2. Jh. | 0
G5216,"Hermogenes, 2nd cent.",Hermógenes |  Hermogène de Tarse |  0161?-0225? |  Hermogène le Rhéteur |  Hermogenes : Tarsensis,0,"G5216 | Hermogenes, 2nd cent. | Hermógenes |  Hermogène de Tarse |  0161?-0225? |  Hermogène le Rhéteur |  Hermogenes : Tarsensis | 0"
G0782,"Hermolochus, Lyricus, ca. 4.Jh. v. Chr",Hermolochus Lyricus ca. 4.Jh.v.Chr. |  Hermolochos,0,"G0782 | Hermolochus, Lyricus, ca. 4.Jh. v. Chr | Hermolochus Lyricus ca. 4.Jh.v.Chr. |  Hermolochos | 0"
G3728,"Hermon, Delius, 4. Jh. v. Chr./2. Jh. n. Chr.",Hermonax von Delos |  Hermon Delius v4. Jh. / 2. Jh. |  Hermonax |  Delius,0,"G3728 | Hermon, Delius, 4. Jh. v. Chr./2. Jh. n. Chr. | Hermonax von Delos |  Hermon Delius v4. Jh. / 2. Jh. |  Hermonax |  Delius | 0"
G4328,Hermophilus Medicus ca. 2.Jh.n.Chr.,Hermophilus Medicus ca. 2. Jh.,0,G4328 | Hermophilus Medicus ca. 2.Jh.n.Chr. | Hermophilus Medicus ca. 2. Jh. | 0
G4086,"Hero, of Alexandria",Hero |  of Alexandria |  Héron |  d'Alexandrie |  Héron d'Alexandrie |  0010?-0075? |  Heron |  Alexandrinus |  Heron Alexandrinus ca. 1./2. Jh. |  Hero |  Alexandrinus |  Ἥρων ὁ Ἀλεξανδρεύς |  Heron Alexandrijský |  činný 1. století |  Heron de Alejandría |  Heron från Alexandria |  århundradet e.Kr. |  Heron,0,"G4086 | Hero, of Alexandria | Hero |  of Alexandria |  Héron |  d'Alexandrie |  Héron d'Alexandrie |  0010?-0075? |  Heron |  Alexandrinus |  Heron Alexandrinus ca. 1./2. Jh. |  Hero |  Alexandrinus |  Ἥρων ὁ Ἀλεξανδρεύς |  Heron Alexandrijský |  činný 1. století |  Heron de Alejandría |  Heron från Alexandria |  århundradet e.Kr. |  Heron | 0"
G3221,Herodas,Hérondas |  02..-02.. av. J.-C. |  Herodas |  Hérondas |  Herodas ca. v3. Jh. |  Herodes |  Ἡρώδας |  Herondas (ok. 400-ok. 301 p.n.e.) |  Héródas |  činný 3. století př. Kr. |  Hēronds |  ap 3. gs. p.m.ē.,0,G3221 | Herodas | Hérondas |  02..-02.. av. J.-C. |  Herodas |  Hérondas |  Herodas ca. v3. Jh. |  Herodes |  Ἡρώδας |  Herondas (ok. 400-ok. 301 p.n.e.) |  Héródas |  činný 3. století př. Kr. |  Hēronds |  ap 3. gs. p.m.ē. | 0
G3411,Herodes Atticus,Hérode Atticus |  0101-0177 |  Herodes Àtic |  101-177 |  Herodes Atticus |  101-177 |  Herodes |  Atticus |  Λούκιος Βιβούλλιος Ίππαρχος Τιβέριος Κλαύδιος Αττικός Ηρώδης |  Herodes Atico |  Herodes Atticus |  ca 101-ca 177 |  Herodes Atticus ок.101-177 |  Héródés Attikos |  101-177 |  Herod Attyk (101-177) |  Ērōdes |  Atticus |  Herodes Atticus (Greek orator |  writer |  and patron |  ca. 101-177 CE) |  Atticus |  Herode |  Erode Attico |  101-177,0,G3411 | Herodes Atticus | Hérode Atticus |  0101-0177 |  Herodes Àtic |  101-177 |  Herodes Atticus |  101-177 |  Herodes |  Atticus |  Λούκιος Βιβούλλιος Ίππαρχος Τιβέριος Κλαύδιος Αττικός Ηρώδης |  Herodes Atico |  Herodes Atticus |  ca 101-ca 177 |  Herodes Atticus ок.101-177 |  Héródés Attikos |  101-177 |  Herod Attyk (101-177) |  Ērōdes |  Atticus |  Herodes Atticus (Greek orator |  writer |  and patron |  ca. 101-177 CE) |  Atticus |  Herode |  Erode Attico |  101-177 | 0
G4586,Herodian,Herodianus |  historien |  Herodianus |  Herodiano. |  Herodianus (ok. 170-ok. 240) |  Ἡρωδιανός |  Héródianos |  asi 180-asi 260 |  Herodian,0,G4586 | Herodian | Herodianus |  historien |  Herodianus |  Herodiano. |  Herodianus (ok. 170-ok. 240) |  Ἡρωδιανός |  Héródianos |  asi 180-asi 260 |  Herodian | 0
G3969,"Herodianus, Aelius, 2nd cent.",Herodianus |  Aelius. |  Hérodien |  01..-01.. |  grammairien |  Елий Херодиан |  Herodianus |  Aelius |  active 2nd century |  Herodianus |  Aelius ca. 2. Jh. |  Herodianus |  Aelius |  sec. II |  Herodianos |  100-talet |  Αἴλιος Ἡρωδιανός |  Herodianus |  Aelius |  actiu segle II |  Hérodien |  activité 2e siècle,0,"G3969 | Herodianus, Aelius, 2nd cent. | Herodianus |  Aelius. |  Hérodien |  01..-01.. |  grammairien |  Елий Херодиан |  Herodianus |  Aelius |  active 2nd century |  Herodianus |  Aelius ca. 2. Jh. |  Herodianus |  Aelius |  sec. II |  Herodianos |  100-talet |  Αἴλιος Ἡρωδιανός |  Herodianus |  Aelius |  actiu segle II |  Hérodien |  activité 2e siècle | 0"
G5631,Herodicus of Babylon,Herodicus |  de Babylone,0,G5631 | Herodicus of Babylon | Herodicus |  de Babylone | 0
G2910,"Herodorus, Heracleensis, um 400 v. Chr.",Heròdor d'Heraclea |  هيرودوروس مؤرخ |  Herodorus Heracleensis um 400 v. Chr |  Herodorus Heracleensis v400,0,"G2910 | Herodorus, Heracleensis, um 400 v. Chr. | Heròdor d'Heraclea |  هيرودوروس مؤرخ |  Herodorus Heracleensis um 400 v. Chr |  Herodorus Heracleensis v400 | 0"
G5976,Herodotus,Herodotus |  Hérodote |  0484?-0420? av. J.-C. |  Heródoto. |  Herodotus |  ca. 480-425 v. Chr. |  Herodotus ca. 485 v. Chr.-424 v. Chr. |  Herodotus ca. 485-ca. 424 f.Kr. |  Herodotus (około 484-około 428 p.n.e.). |  Herodotos |  ca 480-ca 420 f.Kr. |  Herodot (ok. 485-ok. 425 p.n.e.) |  Ἡρόδοτος Ἁλικαρνᾱσσεύς |  هيرودوتس |  הרודוטוס |  Геродот |  Hérodotos |  asi 484 př. Kr.-asi 425 př. Kr. |  Hērodots |  starp 490 un 480-ap 425 p.m.ē. |  Herodotus B.C. 484-B.C. 425 |  Hérodote |  Heródoto |  484-420 a.C. |  هيرودوتس، 485?-425? ق.م. |  Herodutus |  Herodot |  Herodotus (Greek author and historian |  ca. 484-430/420 BCE),0,G5976 | Herodotus | Herodotus |  Hérodote |  0484?-0420? av. J.-C. |  Heródoto. |  Herodotus |  ca. 480-425 v. Chr. |  Herodotus ca. 485 v. Chr.-424 v. Chr. |  Herodotus ca. 485-ca. 424 f.Kr. |  Herodotus (około 484-około 428 p.n.e.). |  Herodotos |  ca 480-ca 420 f.Kr. |  Herodot (ok. 485-ok. 425 p.n.e.) |  Ἡρόδοτος Ἁλικαρνᾱσσεύς |  هيرودوتس |  הרודוטוס |  Геродот |  Hérodotos |  asi 484 př. Kr.-asi 425 př. Kr. |  Hērodots |  starp 490 un 480-ap 425 p.m.ē. |  Herodotus B.C. 484-B.C. 425 |  Hérodote |  Heródoto |  484-420 a.C. |  هيرودوتس، 485?-425? ق.م. |  Herodutus |  Herodot |  Herodotus (Greek author and historian |  ca. 484-430/420 BCE) | 0
G4337,"Herodotus, Medicus, 1./2. Jh. n. Chr.",Herodotus Medicus 1./2. Jh. |  Heròdot |  Herodotus |  1e-2e eeuw,0,"G4337 | Herodotus, Medicus, 1./2. Jh. n. Chr. | Herodotus Medicus 1./2. Jh. |  Heròdot |  Herodotus |  1e-2e eeuw | 0"
G1902,Heron Atheniensis,No <div id='Title'> found,0,G1902 | Heron Atheniensis | No <div id='Title'> found | 0
G9048,"Herophilus, of Chalcedon, ca. 335 B.C.-ca. 280 B.C",Herophilus |  of Chalcedon |  approximately 335 B.C.-approximately 280 B.C. |  هيروفيلوس |  Herophilus Chalcedonius |  Hérofilos z Chalkedónu |  asi 335 př. Kr.-asi 280 př. Kr.,0,"G9048 | Herophilus, of Chalcedon, ca. 335 B.C.-ca. 280 B.C | Herophilus |  of Chalcedon |  approximately 335 B.C.-approximately 280 B.C. |  هيروفيلوس |  Herophilus Chalcedonius |  Hérofilos z Chalkedónu |  asi 335 př. Kr.-asi 280 př. Kr. | 0"
G4077,"Heropythus, Colophonius, v5./4. Jh",Heropythos |  Heropythus Colophonius v5./4. Jh.,0,"G4077 | Heropythus, Colophonius, v5./4. Jh | Heropythos |  Heropythus Colophonius v5./4. Jh. | 0"
G0717,Hesiod,Hesiodus |  Hesiodus ca. v8./7. Jh. |  Hesíode |  Hesiodus (około 700 p.n.e.). |  Ἡσίοδος |  Hezjod (ok. 700 p.n.e.) |  Hésiodos |  činný 8. století př. Kr. |  Hesiod |  Hēsiods |  Hesíodo |  750-650 a.C. |  Hesíodo |  Hesiodos,0,G0717 | Hesiod | Hesiodus |  Hesiodus ca. v8./7. Jh. |  Hesíode |  Hesiodus (około 700 p.n.e.). |  Ἡσίοδος |  Hezjod (ok. 700 p.n.e.) |  Hésiodos |  činný 8. století př. Kr. |  Hesiod |  Hēsiods |  Hesíodo |  750-650 a.C. |  Hesíodo |  Hesiodos | 0
G1830,Hesiodus ca. v8./7. Jh. | Aegimius,Hesiodus ca. v8./7. Jh. | Aegimius,0,G1830 | Hesiodus ca. v8./7. Jh. | Aegimius | Hesiodus ca. v8./7. Jh. | Aegimius | 0
G9906,"Hestiaeus Perinthius v4. Jh.
                           ",Гэстыэй Пэрынтыйскі |  Hestiaeus Perinthius v4. Jh.,0,"G9906 | Hestiaeus Perinthius v4. Jh.
                            | Гэстыэй Пэрынтыйскі |  Hestiaeus Perinthius v4. Jh. | 0"
G3737,"Hestiaeus, Historicus, ca. 1.Jh.n.Chr",Гэстыэй |  Hestiaeus Historicus ca. 1. Jh.,0,"G3737 | Hestiaeus, Historicus, ca. 1.Jh.n.Chr | Гэстыэй |  Hestiaeus Historicus ca. 1. Jh. | 0"
G4508,"Hesychius, of Alexandria, 5th cent.",Hesychius |  Alexandrinus |  Hezychiusz z Aleksandrii. |  Ἡσύχιος ὁ Ἀλεξανδρεύς |  Hesychius de Alexandria |  Hesychius of Alexandria (Greek lexicographer |  active 5th century CE) |  Hesychius |  jezikoslovac |  Hesychius of Alexandria,0,"G4508 | Hesychius, of Alexandria, 5th cent. | Hesychius |  Alexandrinus |  Hezychiusz z Aleksandrii. |  Ἡσύχιος ὁ Ἀλεξανδρεύς |  Hesychius de Alexandria |  Hesychius of Alexandria (Greek lexicographer |  active 5th century CE) |  Hesychius |  jezikoslovac |  Hesychius of Alexandria | 0"
G3640,"Hesychius, of Jerusalem, -approximately 450
",Hésychius de Jérusalem |  03..?-0451? |  Hesiquio de Jerusalen |  Hesychius |  Hierosolymitanus |  Hesychius |  of Jerusalem |  -approximately 450 |  Hesiqui de Jerusalem |  Hesychius |  Hierosolymitanus |  5e eeuw |  Hesychius Hierosolymitanus |  sec. V |  Hezychiusz z Jerozolimy (?-ok. 450) |  Hésychius |  de Jérusalem |  -environ 450,0,"G3640 | Hesychius, of Jerusalem, -approximately 450
 | Hésychius de Jérusalem |  03..?-0451? |  Hesiquio de Jerusalen |  Hesychius |  Hierosolymitanus |  Hesychius |  of Jerusalem |  -approximately 450 |  Hesiqui de Jerusalem |  Hesychius |  Hierosolymitanus |  5e eeuw |  Hesychius Hierosolymitanus |  sec. V |  Hezychiusz z Jerozolimy (?-ok. 450) |  Hésychius |  de Jérusalem |  -environ 450 | 0"
G4435,"Hesychius, of Miletus",Hezychiusz z Miletu (czynny około 550). |  Hesychius |  Milesius |  Hesiqui |  de Milet |  Hesychius Illustrius,0,"G4435 | Hesychius, of Miletus | Hezychiusz z Miletu (czynny około 550). |  Hesychius |  Milesius |  Hesiqui |  de Milet |  Hesychius Illustrius | 0"
G1807,Hicesius   ,No <div id='Title'> found,0,G1807 | Hicesius    | No <div id='Title'> found | 0
G4083,"Hicesius, Medicus, 1. Jh. v. Chr.",هيسيسيوس طبيب إغريقي |  Hicesius Medicus v1. Jh. |  Hicesius,0,"G4083 | Hicesius, Medicus, 1. Jh. v. Chr. | هيسيسيوس طبيب إغريقي |  Hicesius Medicus v1. Jh. |  Hicesius | 0"
G1677,"Hicetas, Syracusanus , v5. Jh.
                           ",Ἱκέτας |  Hicétas,0,"G1677 | Hicetas, Syracusanus , v5. Jh.
                            | Ἱκέτας |  Hicétas | 0"
G5703,Hierax Thebanus ca. 2.Jh.n.Chr.,Hierax Thebanus ca. 2. Jh.,0,G5703 | Hierax Thebanus ca. 2.Jh.n.Chr. | Hierax Thebanus ca. 2. Jh. | 0
G5961,"Hierocles, Facetiarum Scriptor,d 4. Jh. (Hierocles Grammarian?)",Ιεροκλής |  Hiéroclès |  05..-05.. |  Hierocles |  6e eeuw |  Hierocles Byzantinus |  sec. VI |  Hiéroclès 05..-05.. grammairien |  Hierocles Byzantinus ca. 6. Jh. |  Hierocles ca. 6. Jh Byzantinus |  Hierocles 6. årh. |  Hierokles Grammatikos |  Hierocles |  el Gramático,0,"G5961 | Hierocles, Facetiarum Scriptor,d 4. Jh. (Hierocles Grammarian?) | Ιεροκλής |  Hiéroclès |  05..-05.. |  Hierocles |  6e eeuw |  Hierocles Byzantinus |  sec. VI |  Hiéroclès 05..-05.. grammairien |  Hierocles Byzantinus ca. 6. Jh. |  Hierocles ca. 6. Jh Byzantinus |  Hierocles 6. årh. |  Hierokles Grammatikos |  Hierocles |  el Gramático | 0"
"G135
","Hierocles, Historicus,  3. Jh. n. Chr.",Failed to fetch URL (status code: 404),0,"G135
 | Hierocles, Historicus,  3. Jh. n. Chr. | Failed to fetch URL (status code: 404) | 0"
G7403,"Hierocles, Stoicus, 2. Jh.",Hierokles |  Hierocles ca. 2. Jh Stoicus |  Hierocles Stoicus ca. 2. Jh. |  Hierocles |  the Stoic |  active 2nd century |  Hiéroclès 01..-01.. le stoïcien |  Hierocles 2. årh. |  Hierocles |  fl. 117-138 |  Hiérocles,0,"G7403 | Hierocles, Stoicus, 2. Jh. | Hierokles |  Hierocles ca. 2. Jh Stoicus |  Hierocles Stoicus ca. 2. Jh. |  Hierocles |  the Stoic |  active 2nd century |  Hiéroclès 01..-01.. le stoïcien |  Hierocles 2. årh. |  Hierocles |  fl. 117-138 |  Hiérocles | 0"
G1648,"Hierocles,of Alexandria, fl. 430",Hiéroclès d'Alexandrie ....-0431? |  Hierocles |  Alexandrinus |  Hierocles Platonicus |  sec. V |  Ἱερόκλῆς ὁ Ἀλεξάνδρεῖος |  Hierocles Alexandrinus (czynny 420). |  Hierocles de Alejandría |  Hiéroclès,0,"G1648 | Hierocles,of Alexandria, fl. 430 | Hiéroclès d'Alexandrie ....-0431? |  Hierocles |  Alexandrinus |  Hierocles Platonicus |  sec. V |  Ἱερόκλῆς ὁ Ἀλεξάνδρεῖος |  Hierocles Alexandrinus (czynny 420). |  Hierocles de Alejandría |  Hiéroclès | 0"
G8636,"Hieronymus, of Cardia",Ἱερώνυμος ὁ Καρδιανός |  Hieronymus |  of Cardia |  هيرونيموس الكاردي |  Hieronymus von Kardia |  Hieronymus |  Cardianus,0,"G8636 | Hieronymus, of Cardia | Ἱερώνυμος ὁ Καρδιανός |  Hieronymus |  of Cardia |  هيرونيموس الكاردي |  Hieronymus von Kardia |  Hieronymus |  Cardianus | 0"
G8607,"Hieronymus, of Rhodes",Jerònim de Rodes |  Hieronymus Rhodius ca. v3. Jh. |  Hiéronyme de Rhodes 0290?-0230? av. J.-C. |  Hieronymus |  of Rhodes |  Hieronymus ca. v3. Jh Rhodius |  Hieronymus |  Rhodius,0,"G8607 | Hieronymus, of Rhodes | Jerònim de Rodes |  Hieronymus Rhodius ca. v3. Jh. |  Hiéronyme de Rhodes 0290?-0230? av. J.-C. |  Hieronymus |  of Rhodes |  Hieronymus ca. v3. Jh Rhodius |  Hieronymus |  Rhodius | 0"
G6296,Hierophilus Sophista 4. bzw. 6. Jh.,Hierophilus Sophista 4. bzw. 6. Jh. |  Hierophilos,0,G6296 | Hierophilus Sophista 4. bzw. 6. Jh. | Hierophilus Sophista 4. bzw. 6. Jh. |  Hierophilos | 0
G9158,"Himerius, ca. 310-ca. 390",Himerius |  Himerius 310-385 |  Химерий |  Himerius |  0310?-0390? |  Himerius (około 310-390). |  Himerius (ca 310-ca 390),0,"G9158 | Himerius, ca. 310-ca. 390 | Himerius |  Himerius 310-385 |  Химерий |  Himerius |  0310?-0390? |  Himerius (około 310-390). |  Himerius (ca 310-ca 390) | 0"
G5984,"Hippagoras, Historicus, 3. Jh. v. Chr.",Hipàgores |  Hippagoras Historicus v3. Jh.,0,"G5984 | Hippagoras, Historicus, 3. Jh. v. Chr. | Hipàgores |  Hippagoras Historicus v3. Jh. | 0"
G1251,"Hipparchus, Comicus, 3./2. Jh. v. Chr",Hiparc |  Hipparchus Comicus 3./2. Jh. v. Chr |  Hipparchus Comicus v3./2. Jh. |  Hipparchus,0,"G1251 | Hipparchus, Comicus, 3./2. Jh. v. Chr | Hiparc |  Hipparchus Comicus 3./2. Jh. v. Chr |  Hipparchus Comicus v3./2. Jh. |  Hipparchus | 0"
G6212,"Hipparchus, Filius, Pisistrati, 6. Jh. v. Chr",Ἵππαρχος |  Хипарх |  Hipparchus Filius Pisistrati 6. Jh. v. Chr |  Hipparchus |  -514 B.C. |  Hipparchus Filius Pisistrati ca. v6. Jh. |  Hipparchos (Athenian noble |  died 514 BCE) |  Hipparchus,0,"G6212 | Hipparchus, Filius, Pisistrati, 6. Jh. v. Chr | Ἵππαρχος |  Хипарх |  Hipparchus Filius Pisistrati 6. Jh. v. Chr |  Hipparchus |  -514 B.C. |  Hipparchus Filius Pisistrati ca. v6. Jh. |  Hipparchos (Athenian noble |  died 514 BCE) |  Hipparchus | 0"
G0082,"Hipparchus, fl. 190-127 B.C.",Ίππαρχος |  Hipparchus |  active 190 B.C.-127 B.C. |  Hipparchus |  Hipparchus (około 190-około 120 p.n.e.). |  Hipparchus Nicaenus v2. Jh. |  Hipparque de Nicée 0190?-0120? av. J.-C. |  Hipparchus Nicaenus (czynny ok. 162-126 p.n.e.) |  Hipparchus |  fl. B.C.,0,"G0082 | Hipparchus, fl. 190-127 B.C. | Ίππαρχος |  Hipparchus |  active 190 B.C.-127 B.C. |  Hipparchus |  Hipparchus (około 190-około 120 p.n.e.). |  Hipparchus Nicaenus v2. Jh. |  Hipparque de Nicée 0190?-0120? av. J.-C. |  Hipparchus Nicaenus (czynny ok. 162-126 p.n.e.) |  Hipparchus |  fl. B.C. | 0"
G0370,"Hipparchus, Pythagoreus, 4./3. Jh. v. Chr.",Hipparchus Pythagoreus v4./3. Jh. |  Hipparchus philosophus pythagoreus |  IV av. J.-C. |  Hiparc de Tebes |  Hipparchus,0,"G0370 | Hipparchus, Pythagoreus, 4./3. Jh. v. Chr. | Hipparchus Pythagoreus v4./3. Jh. |  Hipparchus philosophus pythagoreus |  IV av. J.-C. |  Hiparc de Tebes |  Hipparchus | 0"
G6220,Hippasus,Hippasus Metapontinus v6./5. Jh.,0,G6220 | Hippasus | Hippasus Metapontinus v6./5. Jh. | 0
G3831,"Hippasus, Lacon",Hippasus Lacon ca. 1.Jh.v.Chr. |  Hippasos Lakon,0,"G3831 | Hippasus, Lacon | Hippasus Lacon ca. 1.Jh.v.Chr. |  Hippasos Lakon | 0"
G5997,"Hippias, Erythraeus, ca. 4. Jh. v. Chr",Hípies d'Eritrea |  Hippias Erythraeus ca. 4.Jh.v.Chr. |  Hippias |  Erythraeus,0,"G5997 | Hippias, Erythraeus, ca. 4. Jh. v. Chr | Hípies d'Eritrea |  Hippias Erythraeus ca. 4.Jh.v.Chr. |  Hippias |  Erythraeus | 0"
