URL,Name
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/261475907/,"Didymus, the Blind, approximately 313-approximately 398
                           "
http://viaf.org/viaf/262855657/,"Firmus, of Caesarea, Bishop of Caesarea, active 5th century"
http://viaf.org/viaf/267164378,"Asterius, of Amasea, Saint, approximately 350-approximately 410
                           "
http://viaf.org/viaf/268408013/,no
http://viaf.org/viaf/268711738/,"Hegesippus, Palaestinus, ca. 110-ca. 180"
http://viaf.org/viaf/270151246607744132892/,Rhodo Scr. Eccl.
http://viaf.org/viaf/27455158/,Aristonymus Historicus
http://viaf.org/viaf/27455189/,Asclepiades Philosophus
http://viaf.org/viaf/27455221/,"Clemens, Flavius ca. 1.Jh.n.Chr"
http://viaf.org/viaf/27455428,"Damigeron, active 2nd century B.C"
http://viaf.org/viaf/27455444,Diophantus Lycius ca. 1.Jh.n.Chr.
http://viaf.org/viaf/27455459/,Dorotheus Atheniensis ca. 1.Jh.n.Chr
http://viaf.org/viaf/27455574/,"Lycus Neapolitanus v2./1. Jh.
                           "
http://viaf.org/viaf/27455574/,"Lycus Neapolitanus v2./1. Jh.
                           "
http://viaf.org/viaf/27455574/,"Lycus Neapolitanus v2./1. Jh.
                           "
http://viaf.org/viaf/27455617,Menippus Historicus
http://viaf.org/viaf/27455968/,"Valens, Terentius ca. 2.Jh.n.Chr."
http://viaf.org/viaf/27456017/,Xenophon Historicus v3./2. Jh.
http://viaf.org/viaf/27879861,"Isidorus Gnosticus ca. 150
                           "
http://viaf.org/viaf/280149294320080521819/,Evangelium Naassenum
http://viaf.org/viaf/280790911/,"Agrippa, Julius"
http://viaf.org/viaf/282021762/,Paradoxographus Palatinus
http://viaf.org/viaf/283568489/,"Antiochus, Philometor
                           "
http://viaf.org/viaf/283747658,"Eusebius, monachus"
http://viaf.org/viaf/285120780,"Aristarchus, Tarsensis"
http://viaf.org/viaf/285597141/,Marcellinus II
http://viaf.org/viaf/285597141/,Marcellinus II
http://viaf.org/viaf/2857432/,Acacius Medicus ca. 1.Jh.n.Chr.
http://viaf.org/viaf/2857547,Apelles Medicus v1. Jh. / 1. Jh.
http://viaf.org/viaf/2857575/,Archibius Medicus v1. Jh. / 1. Jh
http://viaf.org/viaf/2857727/,Critodemus Astrologus v3. Jh.
http://viaf.org/viaf/2857727/,Critodemus Astrologus v3. Jh.
http://viaf.org/viaf/2857727/,Critodemus Astrologus v3. Jh.
http://viaf.org/viaf/2857855/,Dioscorus Medicus ca. 2.Jh.n.Chr.
http://viaf.org/viaf/2857942,"Flavianus Cretensis ca. 2.Jh.n.Chr.
                           "
http://viaf.org/viaf/2857957/,"Flavius Medicus ca. 2.Jh.n.Chr.
                           "
http://viaf.org/viaf/2858127,"Mantias Medicus v2. Jh.
                           "
http://viaf.org/viaf/2858189/,"Menodotus, Perinthius, v2 Jh."
http://viaf.org/viaf/2858382/,Publius Medicus v1. Jh.
http://viaf.org/viaf/286187737,"Lollianus, Ephesius"
http://viaf.org/viaf/288735225/,"Diodore, of Tarsus, Bishop of Tarsus, -approximately 392"
http://viaf.org/viaf/288735225/,"Diodore, of Tarsus, Bishop of Tarsus, -approximately 392"
http://viaf.org/viaf/289880802/,Aelius Publius Julius
http://viaf.org/viaf/290064523/,Pseudo-Methodius
http://viaf.org/viaf/290550745/,Pseudo-Hecataeus
http://viaf.org/viaf/291108191/,"Heraclides, Ephesius"
http://viaf.org/viaf/29501495/,"Asterius, the Sophist, -approximately 341"
